src,dst,,
28,12,CMCSA,AZN
28,20,CMCSA,CDNS
28,22,CMCSA,CHTR
28,25,CMCSA,CSCO
28,26,CMCSA,CCEP
28,27,CMCSA,CTSH
28,32,CMCSA,CSX
28,34,CMCSA,DXCM
28,35,CMCSA,FANG
28,36,CMCSA,EA
28,39,CMCSA,FTNT
28,41,CMCSA,HON
28,51,CMCSA,LIN
28,52,CMCSA,LULU
28,53,CMCSA,MAR
28,54,CMCSA,MRVL
28,57,CMCSA,META
28,60,CMCSA,MSFT
28,74,CMCSA,PAYC
28,78,CMCSA,QCOM
28,80,CMCSA,ROP
28,85,CMCSA,SBUX
28,91,CMCSA,TMUS
28,93,CMCSA,VRSK
28,95,CMCSA,V
28,96,CMCSA,WBD
29,7,CPRT,AMGN
29,9,CPRT,AAPL
29,42,CPRT,IBM
29,61,CPRT,MSTR
29,69,CPRT,ORCL
29,81,CPRT,ROST
29,85,CPRT,SBUX
29,93,CPRT,VRSK
29,99,CPRT,ZS
30,2,CSGP,AMD
30,7,CSGP,AMGN
30,14,CSGP,ADSK
30,18,CSGP,BKNG
30,21,CSGP,CDW
30,23,CSGP,CHKP
30,27,CSGP,CTSH
30,28,CSGP,CMCSA
30,29,CSGP,CPRT
30,57,CSGP,META
30,74,CSGP,PAYC
30,85,CSGP,SBUX
30,87,CSGP,TTWO
30,89,CSGP,TXN
30,93,CSGP,VRSK
31,0,COST,ADBE
31,1,COST,ADP
31,5,COST,AMZN
31,9,COST,AAPL
31,15,COST,AXON
31,24,COST,CTAS
31,32,COST,CSX
31,35,COST,FANG
31,40,COST,GILD
31,46,COST,ISRG
31,53,COST,MAR
31,54,COST,MRVL
31,58,COST,MCHP
31,64,COST,NFLX
31,70,COST,ORLY
31,72,COST,PANW
31,84,COST,SHOP
31,88,COST,TSLA
31,99,COST,ZS
32,7,CSX,AMGN
32,8,CSX,ADI
32,21,CSX,CDW
32,25,CSX,CSCO
32,27,CSX,CTSH
32,41,CSX,HON
32,52,CSX,LULU
32,56,CSX,MELI
32,70,CSX,ORLY
32,71,CSX,PCAR
32,73,CSX,PAYX
32,89,CSX,TXN
32,93,CSX,VRSK
32,97,CSX,WDAY
32,99,CSX,ZS
33,12,DHR,AZN
33,13,DHR,TEAM
33,14,DHR,ADSK
33,16,DHR,BKR
33,17,DHR,BIIB
33,25,DHR,CSCO
33,30,DHR,CSGP
33,35,DHR,FANG
33,36,DHR,EA
33,39,DHR,FTNT
33,42,DHR,IBM
33,43,DHR,IDXX
33,51,DHR,LIN
33,56,DHR,MELI
33,60,DHR,MSFT
33,63,DHR,MNST
33,67,DHR,ODFL
33,79,DHR,REGN
33,80,DHR,ROP
33,84,DHR,SHOP
33,87,DHR,TTWO
33,90,DHR,TMO
33,93,DHR,VRSK
33,94,DHR,VRTX
34,6,DXCM,AEP
34,14,DXCM,ADSK
34,21,DXCM,CDW
34,28,DXCM,CMCSA
34,29,DXCM,CPRT
34,32,DXCM,CSX
34,36,DXCM,EA
34,39,DXCM,FTNT
34,41,DXCM,HON
34,42,DXCM,IBM
34,52,DXCM,LULU
34,57,DXCM,META
34,58,DXCM,MCHP
34,61,DXCM,MSTR
34,68,DXCM,ON
34,75,DXCM,PYPL
34,80,DXCM,ROP
34,85,DXCM,SBUX
34,99,DXCM,ZS
35,16,FANG,BKR
35,17,FANG,BIIB
35,23,FANG,CHKP
35,49,FANG,KHC
35,51,FANG,LIN
35,52,FANG,LULU
35,63,FANG,MNST
35,70,FANG,ORLY
35,71,FANG,PCAR
35,74,FANG,PAYC
35,95,FANG,V
36,12,EA,AZN
36,14,EA,ADSK
36,16,EA,BKR
36,25,EA,CSCO
36,30,EA,CSGP
36,31,EA,COST
36,35,EA,FANG
36,46,EA,ISRG
36,53,EA,MAR
36,57,EA,META
36,79,EA,REGN
36,80,EA,ROP
36,83,EA,NOW
36,87,EA,TTWO
36,91,EA,TMUS
36,97,EA,WDAY
37,0,EXC,ADBE
37,7,EXC,AMGN
37,11,EXC,ASML
37,12,EXC,AZN
37,17,EXC,BIIB
37,18,EXC,BKNG
37,22,EXC,CHTR
37,23,EXC,CHKP
37,24,EXC,CTAS
37,25,EXC,CSCO
37,28,EXC,CMCSA
37,30,EXC,CSGP
37,32,EXC,CSX
37,33,EXC,DHR
37,42,EXC,IBM
37,43,EXC,IDXX
37,45,EXC,INTU
37,47,EXC,KDP
37,51,EXC,LIN
37,58,EXC,MCHP
37,61,EXC,MSTR
37,67,EXC,ODFL
37,70,EXC,ORLY
37,79,EXC,REGN
37,80,EXC,ROP
37,81,EXC,ROST
37,83,EXC,NOW
37,85,EXC,SBUX
37,88,EXC,TSLA
37,89,EXC,TXN
37,91,EXC,TMUS
37,95,EXC,V
37,98,EXC,XEL
37,99,EXC,ZS
38,1,FAST,ADP
38,5,FAST,AMZN
38,7,FAST,AMGN
38,9,FAST,AAPL
38,21,FAST,CDW
38,23,FAST,CHKP
38,27,FAST,CTSH
38,29,FAST,CPRT
38,32,FAST,CSX
38,39,FAST,FTNT
38,43,FAST,IDXX
38,53,FAST,MAR
38,56,FAST,MELI
38,61,FAST,MSTR
38,64,FAST,NFLX
38,66,FAST,NXPI
38,70,FAST,ORLY
38,71,FAST,PCAR
38,73,FAST,PAYX
38,80,FAST,ROP
38,86,FAST,SNPS
38,93,FAST,VRSK
39,9,FTNT,AAPL
39,12,FTNT,AZN
39,23,FTNT,CHKP
39,36,FTNT,EA
39,37,FTNT,EXC
39,46,FTNT,ISRG
39,72,FTNT,PANW
39,83,FTNT,NOW
39,99,FTNT,ZS
40,1,GILD,ADP
40,5,GILD,AMZN
40,7,GILD,AMGN
40,12,GILD,AZN
40,15,GILD,AXON
40,17,GILD,BIIB
40,20,GILD,CDNS
40,27,GILD,CTSH
40,28,GILD,CMCSA
40,33,GILD,DHR
40,36,GILD,EA
40,42,GILD,IBM
40,58,GILD,MCHP
40,66,GILD,NXPI
40,79,GILD,REGN
40,84,GILD,SHOP
40,89,GILD,TXN
40,91,GILD,TMUS
40,93,GILD,VRSK
40,94,GILD,VRTX
41,5,HON,AMZN
41,24,HON,CTAS
41,29,HON,CPRT
41,38,HON,FAST
41,43,HON,IDXX
41,44,HON,INTC
41,45,HON,INTU
41,67,HON,ODFL
41,79,HON,REGN
41,81,HON,ROST
41,94,HON,VRTX
41,95,HON,V
41,99,HON,ZS
42,2,IBM,AMD
42,4,IBM,GOOG
42,21,IBM,CDW
42,23,IBM,CHKP
42,34,IBM,DXCM
42,41,IBM,HON
42,55,IBM,MA
42,70,IBM,ORLY
42,72,IBM,PANW
42,83,IBM,NOW
42,90,IBM,TMO
42,91,IBM,TMUS
42,92,IBM,TTD
42,93,IBM,VRSK
43,0,IDXX,ADBE
43,5,IDXX,AMZN
43,7,IDXX,AMGN
43,8,IDXX,ADI
43,9,IDXX,AAPL
43,20,IDXX,CDNS
43,21,IDXX,CDW
43,28,IDXX,CMCSA
43,30,IDXX,CSGP
43,31,IDXX,COST
43,34,IDXX,DXCM
43,36,IDXX,EA
43,46,IDXX,ISRG
43,52,IDXX,LULU
43,55,IDXX,MA
43,58,IDXX,MCHP
43,86,IDXX,SNPS
43,90,IDXX,TMO
43,93,IDXX,VRSK
43,94,IDXX,VRTX
44,23,INTC,CHKP
44,25,INTC,CSCO
44,32,INTC,CSX
44,39,INTC,FTNT
44,52,INTC,LULU
44,58,INTC,MCHP
44,59,INTC,MU
44,61,INTC,MSTR
44,78,INTC,QCOM
44,91,INTC,TMUS
45,0,INTU,ADBE
45,15,INTU,AXON
45,16,INTU,BKR
45,29,INTU,CPRT
45,31,INTU,COST
45,34,INTU,DXCM
45,35,INTU,FANG
45,39,INTU,FTNT
45,90,INTU,TMO
45,99,INTU,ZS
46,9,ISRG,AAPL
46,18,ISRG,BKNG
46,20,ISRG,CDNS
46,24,ISRG,CTAS
46,27,ISRG,CTSH
46,34,ISRG,DXCM
46,45,ISRG,INTU
46,60,ISRG,MSFT
46,63,ISRG,MNST
46,70,ISRG,ORLY
46,79,ISRG,REGN
46,83,ISRG,NOW
47,26,KDP,CCEP
47,29,KDP,CPRT
47,58,KDP,MCHP
47,63,KDP,MNST
47,80,KDP,ROP
47,83,KDP,NOW
47,89,KDP,TXN
47,96,KDP,WBD
48,2,KLAC,AMD
48,6,KLAC,AEP
48,8,KLAC,ADI
48,10,KLAC,AMAT
48,11,KLAC,ASML
48,19,KLAC,AVGO
48,20,KLAC,CDNS
48,23,KLAC,CHKP
48,24,KLAC,CTAS
48,31,KLAC,COST
48,34,KLAC,DXCM
48,42,KLAC,IBM
48,43,KLAC,IDXX
48,47,KLAC,KDP
48,50,KLAC,LRCX
48,56,KLAC,MELI
48,64,KLAC,NFLX
48,67,KLAC,ODFL
48,70,KLAC,ORLY
48,79,KLAC,REGN
48,89,KLAC,TXN
48,94,KLAC,VRTX
48,98,KLAC,XEL
48,99,KLAC,ZS
49,17,KHC,BIIB
49,25,KHC,CSCO
49,57,KHC,META
49,85,KHC,SBUX
49,92,KHC,TTD
49,99,KHC,ZS
50,10,LRCX,AMAT
50,24,LRCX,CTAS
50,25,LRCX,CSCO
50,29,LRCX,CPRT
50,31,LRCX,COST
50,39,LRCX,FTNT
50,44,LRCX,INTC
50,59,LRCX,MU
50,63,LRCX,MNST
50,66,LRCX,NXPI
50,73,LRCX,PAYX
50,78,LRCX,QCOM
50,85,LRCX,SBUX
50,89,LRCX,TXN
51,1,LIN,ADP
51,12,LIN,AZN
51,16,LIN,BKR
51,23,LIN,CHKP
51,25,LIN,CSCO
51,26,LIN,CCEP
51,31,LIN,COST
51,32,LIN,CSX
51,38,LIN,FAST
51,41,LIN,HON
51,43,LIN,IDXX
51,53,LIN,MAR
51,55,LIN,MA
51,62,LIN,MDLZ
51,63,LIN,MNST
51,91,LIN,TMUS
51,95,LIN,V
51,99,LIN,ZS
52,0,LULU,ADBE
52,12,LULU,AZN
52,17,LULU,BIIB
52,34,LULU,DXCM
52,36,LULU,EA
52,46,LULU,ISRG
52,53,LULU,MAR
52,54,LULU,MRVL
52,56,LULU,MELI
52,57,LULU,META
52,66,LULU,NXPI
52,70,LULU,ORLY
52,75,LULU,PYPL
52,80,LULU,ROP
52,81,LULU,ROST
52,83,LULU,NOW
52,92,LULU,TTD
52,99,LULU,ZS
53,0,MAR,ADBE
53,18,MAR,BKNG
53,21,MAR,CDW
53,24,MAR,CTAS
53,26,MAR,CCEP
53,27,MAR,CTSH
53,30,MAR,CSGP
53,32,MAR,CSX
53,33,MAR,DHR
53,35,MAR,FANG
53,36,MAR,EA
53,41,MAR,HON
53,43,MAR,IDXX
53,55,MAR,MA
53,69,MAR,ORCL
53,71,MAR,PCAR
53,74,MAR,PAYC
53,81,MAR,ROST
53,85,MAR,SBUX
53,88,MAR,TSLA
53,95,MAR,V
53,96,MAR,WBD
54,5,MRVL,AMZN
54,15,MRVL,AXON
54,24,MRVL,CTAS
54,31,MRVL,COST
54,41,MRVL,HON
54,53,MRVL,MAR
54,57,MRVL,META
54,59,MRVL,MU
54,61,MRVL,MSTR
54,64,MRVL,NFLX
54,71,MRVL,PCAR
54,72,MRVL,PANW
54,83,MRVL,NOW
54,87,MRVL,TTWO
55,6,MA,AEP
55,14,MA,ADSK
55,16,MA,BKR
55,18,MA,BKNG
55,21,MA,CDW
55,23,MA,CHKP
55,24,MA,CTAS
55,26,MA,CCEP
55,27,MA,CTSH
55,29,MA,CPRT
55,32,MA,CSX
55,38,MA,FAST
55,41,MA,HON
55,43,MA,IDXX
55,45,MA,INTU
55,46,MA,ISRG
55,57,MA,META
55,60,MA,MSFT
55,64,MA,NFLX
55,73,MA,PAYX
55,75,MA,PYPL
55,81,MA,ROST
55,82,MA,CRM
55,85,MA,SBUX
56,14,MELI,ADSK
56,18,MELI,BKNG
56,29,MELI,CPRT
56,34,MELI,DXCM
56,45,MELI,INTU
56,51,MELI,LIN
56,54,MELI,MRVL
56,57,MELI,META
56,74,MELI,PAYC
56,75,MELI,PYPL
56,88,MELI,TSLA
56,90,MELI,TMO
56,92,MELI,TTD
56,99,MELI,ZS
57,4,META,GOOG
57,5,META,AMZN
57,15,META,AXON
57,20,META,CDNS
57,27,META,CTSH
57,31,META,COST
57,41,META,HON
57,46,META,ISRG
57,52,META,LULU
57,54,META,MRVL
57,55,META,MA
57,60,META,MSFT
57,61,META,MSTR
57,64,META,NFLX
57,81,META,ROST
57,83,META,NOW
57,84,META,SHOP
57,88,META,TSLA
57,92,META,TTD
57,95,META,V
57,96,META,WBD
58,0,MCHP,ADBE
58,8,MCHP,ADI
58,9,MCHP,AAPL
58,12,MCHP,AZN
58,14,MCHP,ADSK
58,18,MCHP,BKNG
58,19,MCHP,AVGO
58,21,MCHP,CDW
58,25,MCHP,CSCO
58,27,MCHP,CTSH
58,28,MCHP,CMCSA
58,29,MCHP,CPRT
58,31,MCHP,COST
58,33,MCHP,DHR
58,35,MCHP,FANG
58,39,MCHP,FTNT
58,42,MCHP,IBM
58,44,MCHP,INTC
58,48,MCHP,KLAC
58,50,MCHP,LRCX
58,51,MCHP,LIN
58,52,MCHP,LULU
58,53,MCHP,MAR
58,54,MCHP,MRVL
58,55,MCHP,MA
58,57,MCHP,META
58,61,MCHP,MSTR
58,63,MCHP,MNST
58,65,MCHP,NVDA
58,66,MCHP,NXPI
58,67,MCHP,ODFL
58,68,MCHP,ON
58,70,MCHP,ORLY
58,72,MCHP,PANW
58,74,MCHP,PAYC
58,75,MCHP,PYPL
58,76,MCHP,PDD
58,78,MCHP,QCOM
58,80,MCHP,ROP
58,84,MCHP,SHOP
58,85,MCHP,SBUX
58,87,MCHP,TTWO
58,88,MCHP,TSLA
58,89,MCHP,TXN
58,95,MCHP,V
59,33,MU,DHR
59,42,MU,IBM
59,50,MU,LRCX
59,52,MU,LULU
59,57,MU,META
59,60,MU,MSFT
59,67,MU,ODFL
60,10,MSFT,AMAT
60,11,MSFT,ASML
60,20,MSFT,CDNS
60,21,MSFT,CDW
60,27,MSFT,CTSH
60,28,MSFT,CMCSA
60,34,MSFT,DXCM
60,44,MSFT,INTC
60,46,MSFT,ISRG
60,54,MSFT,MRVL
60,56,MSFT,MELI
60,57,MSFT,META
61,2,MSTR,AMD
61,4,MSTR,GOOG
61,35,MSTR,FANG
61,39,MSTR,FTNT
61,46,MSTR,ISRG
61,55,MSTR,MA
61,57,MSTR,META
61,60,MSTR,MSFT
61,72,MSTR,PANW
61,88,MSTR,TSLA
62,6,MDLZ,AEP
62,12,MDLZ,AZN
62,26,MDLZ,CCEP
62,28,MDLZ,CMCSA
62,33,MDLZ,DHR
62,34,MDLZ,DXCM
62,36,MDLZ,EA
62,37,MDLZ,EXC
62,40,MDLZ,GILD
62,47,MDLZ,KDP
62,49,MDLZ,KHC
62,51,MDLZ,LIN
62,52,MDLZ,LULU
62,60,MDLZ,MSFT
62,65,MDLZ,NVDA
62,75,MDLZ,PYPL
62,80,MDLZ,ROP
62,81,MDLZ,ROST
62,83,MDLZ,NOW
62,85,MDLZ,SBUX
62,90,MDLZ,TMO
63,5,MNST,AMZN
63,16,MNST,BKR
63,23,MNST,CHKP
63,26,MNST,CCEP
63,30,MNST,CSGP
63,31,MNST,COST
63,43,MNST,IDXX
63,48,MNST,KLAC
63,53,MNST,MAR
63,56,MNST,MELI
63,73,MNST,PAYX
63,81,MNST,ROST
63,84,MNST,SHOP
63,85,MNST,SBUX
63,87,MNST,TTWO
63,91,MNST,TMUS
63,92,MNST,TTD
63,95,MNST,V
63,99,MNST,ZS
64,0,NFLX,ADBE
64,4,NFLX,GOOG
64,5,NFLX,AMZN
64,7,NFLX,AMGN
64,31,NFLX,COST
64,43,NFLX,IDXX
64,46,NFLX,ISRG
64,50,NFLX,LRCX
64,52,NFLX,LULU
64,56,NFLX,MELI
64,69,NFLX,ORCL
64,75,NFLX,PYPL
64,82,NFLX,CRM
64,83,NFLX,NOW
64,87,NFLX,TTWO
64,89,NFLX,TXN
64,95,NFLX,V
65,1,NVDA,ADP
65,2,NVDA,AMD
65,5,NVDA,AMZN
65,14,NVDA,ADSK
65,15,NVDA,AXON
65,19,NVDA,AVGO
65,20,NVDA,CDNS
65,24,NVDA,CTAS
65,29,NVDA,CPRT
65,31,NVDA,COST
